pageid	title	is_kanji	joyo	edu_year	sokaku	busyu	busyu_kaku	joyo_yomi	onyomi_go	onyomi_kan	onyomi_other	kunyomi_nai	kunyomi_gai	kunyomi_other	jis	kuten
30667	包	1	1	4	5	勹	3	ほう,ほう	ヒョウ,ヘウ	ホウ,ハウ		つつ-む	くる-む,かね,お		4A71	1,42,81
30668	便	1	1	4	9	人	7	へん,べん,へん,べん	ベン	ヘン	ビン	たよ-り			4A58	1,42,56
30669	辺	1	1	4	5	辵	2	へん,へん	ヘン			あた-り,べ	ほと-り,なべ		4A55	1,42,53
30670	別	1	1	4	7	刀	5	へつ,べつ,へつ,べつ	ベチ	ヘツ	ベツ	わか-れる	わ-ける		4A4C	1,42,44
30671	粉	1	1	4	10	米	4	ふん,ふん	フン			こな,こ,でしめえとる			4A34	1,42,20
30673	副	1	1	4	11	刀	9	ふく,ふく	フ,フク	フウ			そえ,そい		497B	1,41,91
30674	府	1	1	4	8	广	5	ふ,ふ	フ				う,お,はん,い,つかさ		495C	1,41,60
30675	付	1	1	4	5	人	3	ふ,ふ	フ			つ-く,つ-ける	づき,づ-き,つき,つ-き,づ-く,づけ,づ-け,づ-ける,つけ		4955	1,41,53
30676	票	1	1	4	11	示	6	ひよう,ひょう,ひよう,ひょう	ヒョウ,ヘウ						493C	1,41,28
30677	標	1	1	4	15	木	11	ひよう,ひょう,ひよう,ひょう	ヒョウ,ヘウ				しるべ,しるし,しべ		4938	1,41,24
30678	必	1	1	4	5	心	1	ひつ,ひつ	ヒチ	ヒツ		かなら-ず			492C	1,41,12
30679	飛	1	1	4	9	飛	0	ひ,ひ	ヒ			と-ぶ,と-ばす			4874	1,40,84
30680	費	1	1	4	12	貝	5	ひ,ひ	ヒ			つい-やす,つい-える			4871	1,40,81
30681	飯	1	1	4	12	食	4	はん,はん	ボン	ハン		めし	いい,いり,え		4853	1,40,51
30682	博	1	1	4	12	十	10	はく,はく	ハク		バク		ひろ-い		476E	1,39,78
30683	敗	1	1	4	11	攴	7	はい,はい	ヘ	ハイ		やぶ-れる	ま-ける,やぶ-る		4754	1,39,52
30684	念	1	1	4	8	心	4	ねん,ねん	ネン,ネム	デン,デム					4730	1,39,16
30685	毒	1	1	4	8	毋	4	とく,どく,とく,どく	ダイ,ドク	タイ,トク		ぶす			4647	1,38,39
30686	得	1	1	4	11	彳	8	とく,とく	トク			え-る,う-る	てろ,あつ		4640	1,38,32
30688	堂	1	1	4	11	土	8	とう,どう,とう,どう	ドウ,ダゥ	トウ,タゥ					4632	1,38,18
30689	働	1	1	4	13	人	11	とう,どう,とう,どう			ドウ	はたら-く			462F	1,38,15
30690	灯	1	1	4	6	火	2	とう,とう	トウ,トゥ,チョウ,チャゥ	テイ,ティ	チン,トン	ひ	ほ,ともしび,とも-す,あかり		4574	1,37,84
30691	努	1	1	4	7	力	5	と,ど,と,ど	ヌ	ド		つと-める	はげ-む		4558	1,37,56
30692	徒	1	1	4	10	彳	7	と,と	ズ,ヅ,ド	ト			いたずら,あだ,かち		454C	1,37,44
30694	省	1	1	4	9	目	4	しよう,しょう,しよう,しょう	ショウ,シャゥ	セイ,セィ		かえり-みる,A,はぶ-く,B	さとし		3E4A	1,30,42
30695	照	1	1	4	13	火	9	しよう,しょう,しよう,しょう	ショウ,セウ			て-る,て-らす,て-れる	てる,あき		3E48	1,30,40
30696	焼	1	1	4	12	火	8	しよう,しょう,しよう,しょう	ショウ,セウ			や-く,や-ける	や-き,やき,やい		3E46	1,30,38
30697	唱	1	1	4	11	口	8	しよう,しょう,しよう,しょう	ショウ,シャゥ			とな-える			3E27	1,30,07
30698	順	1	1	4	12	頁	3	しゆん,じゅん,しゆん,じゅん	ジュン	シュン			したが-う,よし,ゆき,もと,むね,まさ,のり,のぶ,なお,とし,しげ,おさむ,おき,あり,より,あや		3D67	1,29,71
30699	祝	1	1	4	9	示	5	しゆく,しゅく,しゆく,しゅく	シュ,シュク	シュウ,シウ		いわ-う	ほぎ,ゆわい,のり		3D4B	1,29,43
30700	借	1	1	4	10	人	8	しやく,しゃく,しやく,しゃく	シャ,シャク	セキ		か-りる			3C5A	1,28,58
30701	辞	1	1	4	13	辛	6	し,じ,し,じ	ジ	シ		や-める	いな-む		3C2D	1,28,13
30702	試	1	1	4	13	言	6	し,し	シ			ため-す,こころ-みる			3B6E	1,27,78
30703	氏	1	1	4	4	氏	0	し,し	シ,ジ			うじ			3B61	1,27,65
30704	士	1	1	4	3	士	0	し,し	ジ	シ			ま,お,さむらい		3B4E	1,27,46
30705	史	1	1	4	5	口	2	し,し	シ				ふひと,ふびと,さかん,ひと,ひさ,のぶ,なか,とし,ちか,こ,お,あや,ふみ,あきら,ひろ		3B4B	1,27,43
30706	司	1	1	4	5	口	2	し,し	シ		ス		つかさ,つかさど-る		3B4A	1,27,42
30708	残	1	1	4	10	歹	6	さん,ざん,さん,ざん	ザン	サン		のこ-る,のこ-す	そこ-なう,のこ-り		3B44	1,27,36
30709	産	1	1	4	11	生	6	さん,さん	セン	サン		う-む,う-まれる	む-す,もと		3B3A	1,27,26
30710	散	1	1	4	12	攴	8	さん,さん	サン			ち-る,ち-らす,ち-らかす,ち-らかる	ばら,ちる		3B36	1,27,22
30711	参	1	1	4	8	厶	6	さん,さん	サン,サム,シン,シム,ソン,ソム			まい-る	まじわる,みつ		3B32	1,27,18
30712	殺	1	1	4	10	殳	6	さつ,さつ	セイ,セチ,セツ	サイ,サツ		ころ-す	ごろ-し,そ-ぐ		3B26	1,27,06
30713	札	1	1	4	5	木	1	さつ,さつ	セチ	サツ		ふだ			3B25	1,27,05
30715	刷	1	1	4	8	刀	6	さつ,さつ	セチ	サツ		す-る	は-く		3A7E	1,26,94
30716	昨	1	1	4	9	日	5	さく,さく	ザク	サク					3A72	1,26,82
30717	材	1	1	4	7	木	3	さい,ざい,さい,ざい	ザイ	サイ				き	3A60	1,26,64
30718	菜	1	1	4	11	艸	8	さい,さい	サイ			な	よう		3A5A	1,26,58
30719	最	1	1	4	12	曰	8	さい,さい	サイ					もっと-も,つま-む	3A47	1,26,39
30720	差	1	1	4	10	工	7	さ,さ	シ,シャ,セ	サ,サイ		さ-す	さ-し		3A39	1,26,25
30721	告	1	1	4	7	口	4	こく,こく	コウ,カウ,コク			つ-げる	い		3970	1,25,80
30722	航	1	1	4	10	舟	4	こう,こう	ゴウ,ガゥ	コウ,カゥ			わた-る		3952	1,25,50
30723	康	1	1	4	11	广	8	こう,こう	コウ,カウ					こ,みち,やす,やすし,かん	392F	1,25,15
30724	功	1	1	4	5	力	3	こう,こう	ク	コウ,コゥ			たく-む,たく-み,のり,とし,つとむ,こと,ぐう,くぬ,かつ,いさお,よし		3879	1,24,89
30725	候	1	1	4	10	人	8	,	グ	コウ		そうろう			3875	1,24,85
30726	固	1	1	4	8	囗	5	こ,こ	ク	コ		かた-い,かた-まる,かた-める	かた-まり,もと-より		3847	1,24,39
30727	験	1	1	4	18	馬	8	けん,けん	ゲン,ゲム		ケン		あかし,しるし,ため-す,ためし		3833	1,24,19
30728	建	1	1	4	9	廴	6	けん,けん	コン	ケン		た-つ,た-てる	だ-て,たつ,たて,たけ		377A	1,23,90
30729	健	1	1	4	11	人	9	けん,けん	ゴン	ケン		すこ-やか	たけ,たけし,たて,とし,やす,やすし,かつ		3772	1,23,82
30730	結	1	1	4	12	糸	6	けつ,けつ	ケチ	ケツ		むす-ぶ,ゆ-う,ゆ-わえる	ゆう,ゆい		376B	1,23,75
30731	景	1	1	4	12	日	8	けい,けい	キョウ,キャゥ,ヨウ,ヤゥ	ケイ,ケィ,エイ,エィ			かげ		374A	1,23,42
30732	径	1	1	4	8	彳	5	けい,けい	キョウ,キャゥ	ケイ,ケィ			みち,こみち,さしわたし,ただちに		3742	1,23,34
30733	型	1	1	4	9	土	6	けい,けい	ギョウ,ギャゥ	ケイ,ケィ		かた	がた		373F	1,23,31
30734	郡	1	1	4	10	邑	7	くん,ぐん,くん,ぐん	グン	クン			こおり		3734	1,23,20
30735	協	1	1	4	8	十	6	きよう,きょう,きよう,きょう	ギョウ,ゲフ	キョウ,ケフ					3628	1,22,08
30736	共	1	1	4	6	八	4	きよう,きょう,きよう,きょう	ク,クウ,クゥ	キョウ,キョゥ	グ	とも	とも-に,ども		3626	1,22,06
30737	競	1	1	4	20	立	15	きよう,きょう,きよう,きょう	ギョウ,ギャゥ	ケイ,ケィ	キョウ,キャゥ	きそ-う,せ-る	わたなべ,かい		3625	1,22,05
30738	漁	1	1	4	14	水	11	きよ,ぎょ,きよ,ぎょ	ゴ	ギョ	リョウ,レフ		あさ-る,いさ-り,すなどり		3579	1,21,89
30739	挙	1	1	4	10	手	6	きよ,きょ,きよ,きょ	コ	キョ		あ-げる,あ-がる	こぞ-る,たか		3573	1,21,83
30740	給	1	1	4	12	糸	6	きゆう,きゅう,きゆう,きゅう	コウ,コフ	キュウ,キフ			たま-う,たも-う,たま-え,きい		356B	1,21,75
30741	泣	1	1	4	8	水	5	きゆう,きゅう,きゆう,きゅう	コウ,コフ	キュウ,キフ		な-く			3563	1,21,67
30743	議	1	1	4	20	言	13	き,ぎ,き,ぎ	ギ				のり,かた		3544	1,21,36
30744	紀	1	1	4	9	糸	3	き,き	コ	キ			ただす,とし,とも,のり,もと,おさむ		352A	1,21,10
30745	季	1	1	4	8	子	5	き,き	キ				とし,すえ		3528	1,21,08
30746	旗	1	1	4	14	方	10	き,き	ギ	キ		はた			347A	1,20,90
30747	希	1	1	4	7	巾	4	き,き	ケ	キ				まれ,のぞみ,こいねが-う	3475	1,20,85
30748	器	1	1	4	15	口	12	,	キ			うつわ			346F	1,20,79
30749	喜	1	1	4	12	口	9	き,き	コ	キ		よろこ-ぶ	よろこ-ばす,あき,のぶ,ゆき,よし		346E	1,20,78
30750	願	1	1	4	19	頁	10	かん,がん,かん,がん	ゴン	ゲン,グヱン	ガン,グヮン	ねが-う	ねがい		346A	1,20,74
30751	関	1	1	4	14	門	6	,	ケン,クヱン	カン,クヮン		せき,かか-わる	ぜき,かんぬき,と-じる,と-ざす,し-める		3458	1,20,56
30753	管	1	1	4	14	竹	8	かん,かん		カン,クヮン		くだ	すが		3449	1,20,41
30754	官	1	1	4	8	宀	5	かん,かん		カン,クヮン			つかさ		3431	1,20,17
30755	覚	1	1	4	12	見	5	かく,かく	カク,キョウ,ケウ	コウ,カウ		おぼ-える,さ-ます,さ-める	さと-る		3350	1,19,48
30756	各	1	1	4	6	口	3	かく,かく	カク			おのおの			3346	1,19,38
30757	街	1	1	4	12	行	6	かい,がい,かい,がい	ケ	カイ	ガイ	まち	また		3339	1,19,25
30758	械	1	1	4	11	木	7	かい,かい	ゲ	カイ			かせ,かし		3323	1,19,03
30759	改	1	1	4	7	攴	3	かい,かい	カイ					あらた-める,あらた-まる	327E	1,18,94
30760	芽	1	1	4	8	艸	5	か,が,か,が	ゲ	ガ		め	めぐ,じ		326A	1,18,74
30761	貨	1	1	4	11	貝	4	か,か		カ,クヮ					325F	1,18,63
30762	課	1	1	4	15	言	8	か,か		カ,クヮ					325D	1,18,61
30763	栄	1	1	4	9	木	5	えい,えい	ヨウ,ヤウ	エイ		さか-える,は-え,は-える	ひで,なが,てる,しげ,よし,さかえ		3149	1,17,41
30765	印	1	1	4	6	卩	4	いん,いん	イン			しるし	じるし,しる-す		3075	1,16,85
30766	衣	1	1	4	6	衣	0	い,い	エ	イ		ころも	きぬ,ぎ		3061	1,16,65
30767	囲	1	1	4	7	囗	4	,	イ,ヰ			かこ-む,かこ-う			304F	1,16,47
30768	以	1	1	4	5	人	3	い,い	イ				もっ-て,もち		304A	1,16,42
30769	案	1	1	4	10	木	6	あん,あん	アン				つくえ		3046	1,16,38
31088	保	1	1	5	9	人	7	ほ,ほ	ホ,ホウ					たも-つ,やす-んじる	4A5D	1,42,61
31090	義	1	1	5	13	羊	7	き,ぎ,き,ぎ		ギ				ただ-しい,よ-い,よ-し	3541	1,21,33
31092	布	1	1	5	5	巾	2	ふ,ふ	フ	ホ		ぬの	し-く		495B	1,41,59
31166	體	1	0	0	23	骨	13		タイ	テイ				からだ	7173	1,81,83
31201	絶	1	1	5	12	糸	6	せつ,ぜつ,せつ,ぜつ	ゼチ,ゼツ	セツ		た-つ,た-える,た-やす			4064	1,32,68
31202	設	1	1	5	11	言	4	せつ,せつ	セチ	セツ		もう-ける			405F	1,32,63
31204	接	1	1	5	11	手	8	せつ,せつ	ショウ,セフ		セツ	つ-ぐ			405C	1,32,60
31205	績	1	1	5	17	糸	11	せき,せき	シャク	セキ			み		4053	1,32,51
31206	招	1	1	5	8	手	5	,	ショウ,セウ			まね-く			3E37	1,30,23
31207	修	1	1	5	10	人	8	しゆう,しゅう,しゆう,しゅう	シュ,ス	シュウ,シウ		おさ-める,おさ-まる,なが,のぶ,おさむ,おき			3D24	1,29,04
31208	授	1	1	5	11	手	8	しゆ,じゅ,しゆ,じゅ	ジュ	シュウ,シウ		さず-ける,さず-かる			3C78	1,28,88
31209	謝	1	1	5	17	言	10	しや,しゃ,しや,しゃ	ジャ	シャ		あやま-る	ざ,さ		3C55	1,28,53
31211	舎	1	1	5	8	人	6	しや,しゃ,しや,しゃ	シャ				やど-る,とり,さ		3C4B	1,28,43
31212	捨	1	1	6	11	手	8	しや,しゃ,しや,しゃ	シャ			す-てる			3C4E	1,28,46
31213	示	1	1	5	5	示	0	し,じ,し,じ	ギ,ジ	キ,シ		しめ-す			3C28	1,28,08
31216	飼	1	1	5	13	食	5	し,し	ジ	シ		か-う	かい,やしな-う		3B74	1,27,84
31219	支	1	1	5	4	支	0	し,し	シ			ささ-える	つか-える,か-う		3B59	1,27,57
31222	災	1	1	5	7	火	3	さい,さい	サイ			わざわ-い			3A52	1,26,50
31232	預	1	1	5	13	頁	4	よ,よ	ヨ			あず-ける,あず-かる			4D42	1,45,34
31233	輸	1	1	5	16	車	9	ゆ,ゆ	ス	シュ	ユ				4D22	1,45,02
31234	迷	1	1	5	9	辵	6	めい,めい	マイ	ベイ	メイ	まよ-う			4C42	1,44,34
31235	務	1	1	5	11	力	9	,	ム	ブ		つと-める,つと-まる	み,つかさ		4C33	1,44,19
31236	貿	1	1	5	12	貝	5	ほう,ぼう,ほう,ぼう	ム,モ	ボウ					4B47	1,43,39
31237	備	1	1	5	12	人	10	ひ,び,ひ,び	ビ	ヒ		そな-える,そな-わる	つぶさ-に		4877	1,40,87
31238	燃	1	1	5	16	火	12	ねん,ねん	ネン	ゼン		も-える,も-やす,も-す			4733	1,39,19
31239	退	1	1	5	9	辵	6	たい,たい	タイ			しりぞ-く,しりぞ-ける	ひ-く,の-く,の-ける,ど-く		4260	1,34,64
31240	貸	1	1	5	12	貝	5	たい,たい	タイ			か-す	か-し,かし		425F	1,34,63
31241	鉱	1	1	5	13	金	5	こう,こう	コウ,クヮゥ				あらがね		395B	1,25,59
31243	耕	1	1	5	10	耒	4	こう,こう	キョウ,キャゥ	コウ,カゥ		たがや-す	こお		394C	1,25,44
31244	構	1	1	5	14	木	10	こう,こう	ク	コウ		かま-える,かま-う	とち		393D	1,25,29
31245	効	1	1	5	8	力	6	こう,こう	ギョウ,ゲウ	コウ,カウ		き-く	ききめ,なら-う		387A	1,24,90
31246	故	1	1	5	9	攴	5	こ,こ	ク	コ		ゆえ	もと,ことさ-ら		384E	1,24,46
31247	現	1	1	5	11	玉	7	けん,げん,けん,げん	ゲン	ケン		あらわ-れる,あらわ-す	きら,あきら		383D	1,24,29
31248	測	1	1	5	12	水	9	そく,そく	シキ	ソク		はか-る			422C	1,34,12
31250	採	1	1	5	11	手	8	さい,さい	サイ			と-る			3A4E	1,26,46
31251	査	1	1	5	9	木	5	さ,さ	シャ,ジャ	サ					3A3A	1,26,26
31252	厚	1	1	5	9	厂	7	こう,こう	グ	コウ		あつ-い,あか,あっ	こ-い,あか,あっ		387C	1,24,92
31253	護	1	1	5	20	言	13	こ,ご,こ,ご	ゴ	コ				まも-る,もり	386E	1,24,78
31254	限	1	1	5	9	阜	6	けん,げん,けん,げん	ゲン	カン		かぎ-る	かぎ-り		3842	1,24,34
31255	検	1	1	5	12	木	8	けん,けん	ケン,ケム					しら-べる	3821	1,24,01
31256	潔	1	1	5	15	水	12	けつ,けつ	ケチ	ケツ		いさぎよ-い	きよし,きよ-る		3769	1,23,73
31257	規	1	1	5	11	見	4	き,き	キ				のり,おきて		352C	1,21,12
31258	寄	1	1	5	11	宀	8	き,き	キ			よ-る,よ-せる	よ-り,より,よろ,よせ		3473	1,20,83
31259	往	1	1	5	8	彳	5	おう,おう	オウ,ワゥ				い-く,いにしえ,さき-に,ゆ-く,みち		317D	1,17,93
31260	演	1	1	5	14	水	11	えん,えん	エン						3169	1,17,73
31270	儿	1	0	0	2	儿	0								5139	1,49,25
31410	朗	1	1	6	10	月	6	ろう,ろう	ロウ,ラゥ			ほが-らか	あき-らか,あきら,お,さえ,ろ		4F2F	1,47,15
31411	臨	1	1	6	18	臣	11	,	リン,リム			のぞ-む	み		4E57	1,46,55
31412	覧	1	1	6	17	見	10	らん,らん	ラン,ラム				み-る		4D77	1,45,87
31413	忘	1	1	6	7	心	3	ほう,ぼう,ほう,ぼう	モウ,マゥ	ボウ,バゥ		わす-れる			4B3A	1,43,26
31414	訪	1	1	6	11	言	4	ほう,ほう	ホウ,ハゥ			おとず-れる,たず-ねる	と-う,わ		4B2C	1,43,12
31415	暮	1	1	6	14	日	11	ほ,ぼ,ほ,ぼ	ム,モ	ボ		く-れる,く-らす	ぐれ,ぽ,ぐらし		4A6B	1,42,75
31416	補	1	1	6	12	衣	7	ほ,ほ	フ	ホ		おぎな-う			4A64	1,42,68
31417	陛	1	1	6	10	阜	7	,	バイ	ヘイ			きざはし		4A45	1,42,37
31418	俳	1	1	6	10	人	8	はい,はい	ベ	ハイ					4750	1,39,48
31419	奮	1	1	6	16	大	13	ふん,ふん	フン			ふる-う			4A33	1,42,19
31420	批	1	1	6	7	手	4	ひ,ひ	ハイ	ヘイ	ヒ				4863	1,40,67
31421	納	1	1	6	10	糸	4	のう,のう	ノウ,ナフ,ノフ	ドウ,ダフ	トウ,タフ,ナ,ナッ,ナン	おさ-める,おさ-まる	ろ,の		473C	1,39,28
31422	認	1	1	6	14	言	7	にん,にん	ニョウ,ニョゥ,ニン	ジョウ,ジョゥ,ジン		みと-める	したた-める		4727	1,39,07
31423	討	1	1	6	10	言	3	とう,とう	トウ,タウ			う-つ			4624	1,38,04
31424	展	1	1	6	10	尸	7	てん,てん	テン				のり,ひろ,ゆき,のぶ		4538	1,37,24
31425	誕	1	1	6	15	言	8	たん,たん	ダン	タン					4342	1,35,34
31426	探	1	1	6	11	手	8	たん,たん	トン,トム	タン,タム		さが-す,さぐ-る			4335	1,35,21
31427	存	1	1	6	6	子	3	そん,そん	ゾン	ソン			まさ		4238	1,34,24
31428	創	1	1	6	12	刀	10	,	ショウ,シャウ	ソウ,サウ		つく-る	はじ-める,きず,けず-しける,はじめ		414F	1,33,47
31429	障	1	1	6	14	阜	11	しよう,しょう,しよう,しょう	ショウ,シャゥ			さわ-る			3E63	1,30,67
31430	就	1	1	6	12	尢	9	,	ジュ	シュウ,シウ		つ-く,つ-ける	なり,たか		3D22	1,29,02
31431	磁	1	1	6	14	石	9		ジ	シ					3C27	1,28,07
31432	至	1	1	6	6	至	0	し,し	シ			いた-る	もっと-も,のり,みち,よし,のぶ		3B6A	1,27,74
31433	裁	1	1	6	12	衣	6	さい,さい	ザイ	サイ		た-つ,さば-く			3A5B	1,26,59
31434	困	1	1	6	7	囗	4	こん,こん	コン			こま-る			3A24	1,26,04
31435	降	1	1	6	10	阜	7	こう,こう	コウ,コゥ,ゴウ,ゴゥ	カゥ		お-りる,お-ろす,ふ-る	くだ-す,くだ-る,ふ-り,ふる,ふり		395F	1,25,63
31436	誤	1	1	6	14	言	7	こ,ご,こ,ご	グ	ゴ		あやま-る			386D	1,24,77
31437	憲	1	1	6	16	心	12	けん,けん	コン	ケン			おきて,のり		377B	1,23,91
31438	警	1	1	6	19	言	12	けい,けい	キョウ,キャゥ	ケイ,ケィ			いまし-める		3759	1,23,57
31439	勤	1	1	6	12	力	10	きん,きん	ゴン	キン		つと-める,つと-まる	づと-め,いそ-しむ		3650	1,22,48
31440	吸	1	1	6	6	口	3	きゆう,きゅう,きゆう,きゅう	コウ,コフ	キュウ,キフ		す-う			355B	1,21,59
31441	疑	1	1	6	14	疋	9	き,ぎ,き,ぎ	ギ			うたが-う			353F	1,21,31
31442	揮	1	1	6	12	手	9	き,き	ケ,クヱ	キ,クヰ			ふる-う		3478	1,20,88
31443	看	1	1	6	9	目	4	かん,かん	カン				み-る		3447	1,20,39
31444	閣	1	1	6	14	門	6	かく,かく			カク,カク	たかどの	たかどの		3355	1,19,53
31445	似	1	1	5	7	人	5	し,じ,し,じ	ジ	シ		に-る	ひ-る,にた		3B77	1,27,87
31446	情	1	1	5	11	心	8	しよう,じょう,しよう,じょう	ジョウ,ジャゥ	セイ,セィ		なさ-け			3E70	1,30,80
31447	厳	1	1	6	17	ツ	14	,	ゴン,ゴム	ゲン,ゲム		きび-しい,おごそ-か	きゅうら,いづ,いつくし,いか-めしい,とし		3837	1,24,23
31448	拡	1	1	6	8	手	5	,	カク,クヮク				ひろ-がる,ひろ-げる,ひろ-める,おしひろ-める		3348	1,19,40
31449	沿	1	1	6	8	水	5	えん,えん	エン			そ-う	ぞ-い		3168	1,17,72
31450	延	1	1	6	8	廴	5	えん,えん	エン			の-ばす,の-びる,の-べる	のぶ,のべ,たか,はえ		3164	1,17,68
31451	映	1	1	6	9	日	5	,	ヨウ,ヤゥ	エイ,エィ		うつ-す,うつ-る,は-える	ば-え,てる,あきら		3147	1,17,39
31452	遺	1	1	6	15	辵	12	,	ユイ	イ			のこ-る,のこ-す		3064	1,16,68
31453	慣	1	1	5	14	心	11	かん,かん	ケン,クヱン	カン,クヮン		な-れる,な-らす			3437	1,20,23
31484	圧	1	1	5	5	土	2	,	ヨウ,エフ	オウ,アフ	アツ		お-す,へ-す,おさ-える,お-さえる		3035	1,16,21
31485	易	1	1	5	8	日	4	い,い	イ,ヤク	エキ		やさ-しい	やす-い,あなど-る,か-える,か-わる,か-わらせる		3057	1,16,55
31486	移	1	1	5	11	禾	6	い,い	イ			うつ-る,うつ-す			305C	1,16,60
31487	因	1	1	5	6	囗	3	いん,いん	イン			よ-る	ちな-む,て		3078	1,16,88
31488	営	1	1	5	12	口	9	,	ヨウ,ヤゥ	エイ,エィ		いとな-む			3144	1,17,36
31489	永	1	1	5	5	水	1	えい,えい	ヨウ,ヰャゥ	エイ,ヱィ		なが-い	と,はるか,のり,ひさ,ひさし,え		314A	1,17,42
31490	衛	1	1	5	16	行	10	,	エ,ヱ	エイ,ヱイ			い,まもる,もり		3152	1,17,50
31491	液	1	1	5	11	水	8	えき,えき	ヤク	エキ					3155	1,17,53
31492	益	1	1	5	10	皿	5	,	ヤク	エキ			ま-す,ふ-える,もう-ける		3157	1,17,55
31493	応	1	1	5	7	心	3	,	オウ	ヨウ		こた-える	あた-る,まさに,たか,お		317E	1,17,94
31494	恩	1	1	5	10	心	6	おん,おん	オン				めぐみ		3238	1,18,24
31495	価	1	1	5	8	人	6	,	ケ	カ		あたい			3241	1,18,33
31496	河	1	1	5	8	水	5	か,か	ガ	カ		かわ	こ,こう,かっ		324F	1,18,47
31499	過	1	1	5	12	辵	9	か,か	カ,クヮ			す-ぎる,す-ごす,あやま-つ,あやま-ち			3261	1,18,65
31500	賀	1	1	5	12	貝	5	か,が,か,が	ガ	カ			のり,よし,より,か		326C	1,18,76
31501	確	1	1	5	15	石	10	かく,かく	カク			たし-か,たし-かめる			334E	1,19,46
31502	額	1	1	5	18	頁	9	かく,がく,かく,がく	ギャク	ガク		ひたい	ぬか		335B	1,19,59
31503	刊	1	1	5	5	刀	3	かん,かん	カン						3429	1,20,09
31504	幹	1	1	5	13	干	10	かん,かん	カン			みき	まさ,もと,つよし		3434	1,20,20
31505	眼	1	1	5	11	目	6	かん,がん,かん,がん	ゲン	ガン		まなこ	め		3463	1,20,67
31506	基	1	1	5	11	土	8	き,き	コ	キ		もと,もとい	とも,きい		3470	1,20,80
31507	技	1	1	5	7	手	4	き,ぎ,き,ぎ	ギ	キ		わざ			353B	1,21,27
31508	逆	1	1	5	9	辵	6	きやく,ぎゃく,きやく,ぎゃく	ギャク	ゲキ		さか,さか-らう	さか-さ		3555	1,21,53
31509	久	1	1	5	3	丿	2	きゆう,きゅう,きゆう,きゅう	ク	キュウ,キウ		ひさ-しい	わ,きゅ		3557	1,21,55
31510	旧	1	1	5	5	日	1	きゆう,きゅう,きゆう,きゅう	グ	キュウ,キウ	ク		ふる-い,もと		356C	1,21,76
31511	居	1	1	5	8	尸	5	きよ,きょ,きよ,きょ	コ	キョ		い-る	お-る,ぐ,すえ,おき		356F	1,21,79
31512	許	1	1	5	11	言	4	きよ,きょ,きよ,きょ	コ	キョ		ゆる-す	もと		3576	1,21,86
31513	境	1	1	5	14	土	11	きよう,きょう,きよう,きょう	キョウ,キャゥ	ケイ,ケィ		さかい	じき		362D	1,22,13
31514	興	1	1	5	16	臼	9	,	コウ,コゥ	キョウ,キョゥ		おこ-る,おこ-す	とも,おき		363D	1,22,29
31515	均	1	1	5	7	土	4	きん,きん	ウン,キン		イン,ヰン		なら-す,ひとし		3651	1,22,49
