pageid	title	busyu	sokaku	edu_kanji	joyo_kanji	onyomi	kunyomi	jiscode	kuten
200732	𪐩	*{{部首|黑|4}}	*{{総画|16}}						
200733	𪑇	*{{部首|黑|6}}	*{{総画|18}}						
200734	𪑹	*{{部首|黑|9}}	*{{総画|21}}						
200735	𪚢	*{{部首|龍|9}}	*{{総画|25}}			* 音読み,** [[呉音]]：[[ボウ]]（[[バウ]]）,** [[漢音]]：[[ボウ]]（[[バウ]]）			
200736	𪙾	*{{部首|齒|16}}	*{{総画|31}}			* 音読み,** [[呉音]]：[[ギン]],** [[漢音]]：[[ギン]]			
200737	𪙺	*{{部首|齒|15}}	*{{総画|30}}			* 音読み,** [[呉音]]：[[リ]],** [[漢音]]：[[リ]]			
200738	𪙭	*{{部首|齒|12}}	*{{総画|27}}			* 音読み,** [[呉音]]：[[ソウ]],** [[漢音]]：[[ソウ]]			
200739	𪘳	*{{部首|齒|8}}	*{{総画|23}}			* 音読み,** [[呉音]]：[[ヤク]],** [[漢音]]：[[ヤク]]			
200740	𪘝	*{{部首|齒|7}}	*{{総画|22}}			* 音読み,** [[呉音]]：[[サン]],** [[漢音]]：[[サン]]			
200741	𪘆	*{{部首|齒|6}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[キュウ]]（[[キウ]]）,** [[漢音]]：[[キュウ]]（[[キウ]]）			
200742	𪘃	*{{部首|齒|6}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[イ]]（[[ヰ]]）,** [[漢音]]：[[イ]]（[[ヰ]]）			
200743	𪘇	*{{部首|齒|6}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[タイ]],** [[漢音]]：[[タイ]]			
200744	𪗖	*{{部首|齒|2}}	*{{総画|17}}			* 音読み,** [[呉音]]：[[キョ]],** [[漢音]]：[[キョ]]			
200745	𪖉	*{{部首|鼠|12}}	*{{総画|25}}			* 音読み,** [[呉音]]：[[セイ]],** [[漢音]]：[[セイ]]			
200746	𪖄	*{{部首|鼠|11}}	*{{総画|24}}			* 音読み,** [[呉音]]：[[コウ]]（[[カウ]]）,** [[漢音]]：[[コウ]]（[[カウ]]）			
200747	𪕴	*{{部首|鼠|9}}	*{{総画|22}}			* 音読み,** [[呉音]]：[[リ]],** [[漢音]]：[[リ]]			
200748	𪕇	*{{部首|齒|4}}	*{{総画|17}}			* 音読み,** [[呉音]]：[[コウ]]（[[カウ]]）,** [[漢音]]：[[コウ]]（[[カウ]]）			
200749	𪔟	*{{部首|鼓|7}}	*{{総画|20}}			* 音読み,** [[呉音]]：[[カ]],** [[漢音]]：[[カ]]			
200750	𪔙	*{{部首|鼓|6}}	*{{総画|19}}			* 音読み,** [[呉音]]：[[エン]],** [[漢音]]：[[エン]]			
200751	𪓅	*{{部首|黑|18}}	*{{総画|30}}			* 音読み,** [[呉音]]：[[ソウ]]（[[サウ]]）,** [[漢音]]：[[ソウ]]（[[サウ]]）			
200752	𪒼	*{{部首|黑|15}}	*{{総画|27}}			* 音読み,** [[呉音]]：[[サツ]],** [[漢音]]：[[サツ]]			
200753	𪒲	*{{部首|黑|13}}	*{{総画|25}}			* 音読み,** [[呉音]]：[[ギョウ]]（[[ゲフ]]）,** [[漢音]]：[[ギョウ]]（[[ゲフ]]）			
200754	𪒊	*{{部首|黑|10}}	*{{総画|22}}			* 音読み,** [[呉音]]：[[セキ]],** [[漢音]]：[[セキ]]			
200755	𪒆	*{{部首|黑|10}}	*{{総画|22}}			* 音読み,** [[呉音]]：[[シツ]],** [[漢音]]：[[シツ]]			
200756	𪒍	*{{部首|黑|10}}	*{{総画|22}}			* 音読み,** [[呉音]]：[[ビョウ]]（[[ベフ]]）,** [[漢音]]：[[ビョウ]]（[[ベフ]]）			
200757	𪑻	*{{部首|黑|9}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[コウ]],** [[漢音]]：[[コウ]]			
200758	𪑽	*{{部首|黑|9}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[サイ]],** [[漢音]]：[[サイ]]			
200759	𪑏	*{{部首|黑|7}}	*{{総画|19}}			* 音読み,** [[呉音]]：[[ト]],** [[漢音]]：[[ト]]			
200760	𪐻	*{{部首|黑|5}}	*{{総画|17}}			* 音読み,** [[呉音]]：[[ケン]],** [[漢音]]：[[ケン]]			
200761	𪐺	*{{部首|黑|5}}	*{{総画|17}}			* 音読み,** [[呉音]]：[[トウ]],** [[漢音]]：[[トウ]]			
200762	𪐯	*{{部首|黑|4}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ヨウ]]（[[エウ]]）,** [[漢音]]：[[ヨウ]]（[[エウ]]）			
200763	𪐬	*{{部首|黑|4}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ガン]]（[[グヮン]]）,** [[漢音]]：[[ガン]]（[[グヮン]]）			
200764	𪐣	*{{部首|黑|3}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[エイ]],** [[漢音]]：[[エイ]]			
200765	𪐮	*{{部首|黑|4}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[シュク]]、[[ボツ]],** [[漢音]]：[[シュク]]、[[ボツ]]			
200766	𪑆	*{{部首|黑|6}}	*{{総画|18}}			* 音読み,** [[呉音]]：[[イク]]（[[ヰク]]）,** [[漢音]]：[[ヨク]]			
200767	𪕦	*{{部首|鼠|7}}	*{{総画|20}}			* 音読み,** [[呉音]]：[[キュウ]]（[[キウ]]）,** [[漢音]]：[[キュウ]]（[[キウ]]）			
200768	𪑸	*{{部首|黑|9}}	*{{総画|21}}						
200769	𪑼	*{{部首|黑|9}}	*{{総画|21}}						
200770	𪒇	*{{部首|黑|10}}	*{{総画|22}}						
200771	𪘣	*{{部首|齒|7}}	*{{総画|22}}						
200772	𪘱	*{{部首|齒|8}}	*{{総画|23}}						
200860	𪐙	*{{部首|黑|2}}	*{{総画|14}}						
200861	䵞	*{{部首|黑|2}}	*{{総画|14}}						
200862	𪐚	*{{部首|黑|2}}	*{{総画|14}}						
200863	𪐜	*{{部首|黑|3}}	*{{総画|15}}						
200864	䵟	*{{部首|黑|3}}	*{{総画|15}}						
200865	𪐠	*{{部首|黑|3}}	*{{総画|15}}						
200866	𪐗	*{{部首|黑|0}}	*{{総画|14}}						
200867	𪐪	*{{部首|黑|4}}	*{{総画|16}}						
200868	𪐫	*{{部首|黑|4}}	*{{総画|16}}						
200869	𪐳	*{{部首|黑|5}}	*{{総画|17}}						
200870	𪑁	*{{部首|黑|6}}	*{{総画|18}}						
200871	黣	*{{部首|黑|7}}	*{{総画|19}}						
200872	𪑍	*{{部首|黑|7}}	*{{総画|19}}						
200873	𪑎	*{{部首|黑|7}}	*{{総画|19}}						
200874	𪑔	*{{部首|黑|8}}	*{{総画|20}}						
200877	𪑘	*{{部首|黑|8}}	*{{総画|20}}						
200878	䵫	*{{部首|黑|8}}	*{{総画|20}}						
200879	𪑛	*{{部首|黑|8}}	*{{総画|20}}						
200880	𪑞	*{{部首|黑|8}}	*{{総画|20}}						
200881	𪑥	*{{部首|黑|9}}	*{{総画|21}}						
200882	𪑫	*{{部首|黑|9}}	*{{総画|21}}						
200883	𪑲	*{{部首|黑|9}}	*{{総画|21}}						
200884	𪑳	*{{部首|黑|9}}	*{{総画|21}}						
200885	𪑴	*{{部首|黑|9}}	*{{総画|21}}						
200886	𪒁	*{{部首|黑|10}}	*{{総画|22}}						
200888	𪒃	*{{部首|黑|10}}	*{{総画|22}}						
200890	𪒅	*{{部首|黑|10}}	*{{総画|22}}						
200891	𪒐	*{{部首|黑|11}}	*{{総画|23}}						
200892	𪒖	*{{部首|黑|11}}	*{{総画|23}}						
200893	𪒚	*{{部首|黑|12}}	*{{総画|24}}						
200896	𪒰	*{{部首|黑|13}}	*{{総画|25}}						
200897	𪓉	*{{部首|黒|26}}	*{{総画|38}}						
200902	𪓆	*{{部首|黑|18}}	*{{総画|30}}						
200904	𪒺	*{{部首|黑|15}}	*{{総画|27}}						
200906	𪒻	*{{部首|黑|15}}	*{{総画|27}}						
200908	𪒵	*{{部首|黑|14}}	*{{総画|26}}						
200910	𪒫	*{{部首|黑|13}}	*{{総画|25}}						
200911	𪒸	*{{部首|黑|14}}	*{{総画|28}}						
200912	䵲	*{{部首|黑|13}}	*{{総画|25}}						
200913	𪒯	*{{部首|黑|13}}	*{{総画|25}}						
200914	𪒧	*{{部首|黑|12}}	*{{総画|24}}						
200915	𪒭	*{{部首|黑|12}}	*{{総画|24}}						
200916	𪒛	*{{部首|黑|12}}	*{{総画|24}}						
200917	𪒓	*{{部首|黑|11}}	*{{総画|23}}						
200918	𪒣	*{{部首|黑|11}}	*{{総画|23}}						
200919	𪒌	*{{部首|黑|10}}	*{{総画|22}}						
200920	𪒋	*{{部首|黑|10}}	*{{総画|22}}						
200921	𪒈	*{{部首|黑|10}}	*{{総画|22}}						
200922	𪑱	*{{部首|黑|9}}	*{{総画|21}}						
200923	𪑺	*{{部首|黑|9}}	*{{総画|21}}						
200924	𪑦	*{{部首|黑|9}}	*{{総画|21}}						
200925	𪑣	*{{部首|黑|9}}	*{{総画|21}}						
200926	𪑓	*{{部首|黑|8}}	*{{総画|20}}						
200927	𪑢	*{{部首|黑|8}}	*{{総画|20}}						
201059	ngữ								
201091	𪓄	*{{部首|黑|17}}	*{{総画|29}}			* 音読み,** [[呉音]]：[[ゼン]],** [[漢音]]：[[サン]]			
201092	𪓊	*{{部首|黑|29}}	*{{総画|41}}			* 音読み,** [[呉音]]：[[オチ]]（[[ヲチ]]）、[[ウチ]],** [[漢音]]：[[ウツ]]			
201093	𪓃	*{{部首|黑|17}}	*{{総画|29}}			* 音読み,** [[呉音]]：[[ノウ]]（[[ナウ]]）、[[ニョウ]]（[[ニャウ]]）,** [[漢音]]：[[ジョウ]]（[[ヂャウ]]）			
201094	黸	*{{部首|黑|16}}	*{{総画|28}}			* 音読み,** [[呉音]]：[[ル]],** [[漢音]]：[[ロ]]			
201095	𪓀	*{{部首|黑|16}}	*{{総画|28}}			* 音読み,** [[呉音]]：[[リャク]],** [[漢音]]：[[レキ]]			
201096	𪒿	*{{部首|黑|16}}	*{{総画|28}}			* 音読み,** [[呉音]]：[[ドウ]],** [[漢音]]：[[トウ]]			
201097	𪓁	*{{部首|黑|16}}	*{{総画|28}}						
201099	𪑄	*{{部首|黑|6}}	*{{総画|18}}						
201100	𪐽	*{{部首|黑|5}}	*{{総画|17}}						
201101	𪐴	*{{部首|黑|5}}	*{{総画|17}}						
201102	𪐼	*{{部首|黑|5}}	*{{総画|17}}						
201103	𪐹	*{{部首|黑|5}}	*{{総画|17}}						
201104	𪐨	*{{部首|黑|4}}	*{{総画|16}}						
201105	𪐤	*{{部首|黑|4}}	*{{総画|16}}						
201106	䵡	*{{部首|黑|4}}	*{{総画|16}}						
201107	𪐟	*{{部首|黑|3}}	*{{総画|15}}						
201108	𪐡	*{{部首|黑|3}}	*{{総画|15}}						
201109	𪐛	*{{部首|黑|2}}	*{{総画|14}}						
201110	𪒞	*{{部首|黑|12}}	*{{総画|24}}						
201531	dương								
202490	𠆢	*{{部首|人|0}}	*{{総画|2}}						
204812	鐳	* {{部首|金|13}}	* {{総画|21}}			* 音読み,** [[漢音]] : [[ライ]]		** [[JIS]]*** 16進：-	** [[区点]]：1面93区40点
204813	镭	* {{部首|钅|13}}	* {{総画|18}}						
204814	鍺	*{{部首|金|9}}	*{{総画|17}}			* 音読み :,** [[呉音]] : [[タ]],** [[漢音]] : [[タ]]	* 訓読み,** -		
204815	锗	* {{部首|钅|8}}	* {{総画|13}}						
204875	鎵	*{{部首|金|10}}	*{{総画|18}}			* 音読み :,** [[呉音]] : [[カ]],** [[漢音]] : [[カ]]	* 訓読み,** -		
204876	镓	* {{部首|钅|10}}	* {{総画|15}}						
204877	鈤	* {{部首|金|4}}	* {{総画|12}}			* 音読み,** [[漢音]] : [[ジツ]]		** [[JIS]]*** 16進：-	** [[区点]]：-
204878	銧	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[コウ]]		** [[JIS]]*** 16進：-	** [[区点]]：2面90区79点
205561	銣	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[ジョ]]			
205563	铷	* {{部首|钅|6}}	* {{総画|11}}						
205574	鍶	* {{部首|金|9}}	* {{総画|17}}			* 音読み,** [[漢音]] : [[ショウ]], [[シ]]			
205576	锶	* {{部首|钅|9}}	* {{総画|14}}						
206406	丷	* {{部首|丶|1}}	* {{総画|2}}						
206414	椩	* {{部首|木|8}}	* {{総画|12}}						
206915	韌	* {{部首|韋|3}}	* {{総画|12}}			* 音読み,** [[呉音]]: [[ニン]],** [[漢音]]: [[ジン]]	* 訓読み: [[しなやか|しな-やか]]	** [[JIS]]*** 16進：3F59	** [[区点]]：1面31区57点
207626	鑥	*{{部首|金|15}}	*{{総画|23}}						
207627	镥	* {{部首|金|12}}	* {{総画|17}}						
207628	鎦	* {{部首|金|10}}	* {{総画|18}}			* 音読み,** [[漢音]] : [[リュウ]],** [[呉音]] : [[ル]]		** [[JIS]]*** 16進：-	** [[区点]]：-
207631	镏	* {{部首|钅|10}}	* {{総画|15}}						
207636	鉭	*{{部首|金|5}}	*{{総画|13}}						
207640	钽	* {{部首|金|5}}	* {{総画|10}}						
207645	鉿	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[キョウ]],** [[呉音]] : [[コウ]]		** [[JIS]]*** 16進：-	** [[区点]]：2面90区73点
207647	铪	* {{部首|钅|6}}	* {{総画|11}}						
207650	鎢	* {{部首|金|10}}	* {{総画|18}}			* 音読み,** [[漢音]] : [[ウ]]		** [[JIS]]*** 16進：-	** [[区点]]：-
207651	钨	* {{部首|钅|4}}	* {{総画|9}}						
207654	錸	*{{部首|金|8}}	*{{総画|16}}						
207656	铼	* {{部首|金|7}}	* {{総画|12}}						
207657	鋨	* {{部首|金|7}}	* {{総画|15}}			* 音読み,** [[漢音]] : [[テツ]]		** [[JIS]]*** 16進：-	** [[区点]]：-
207658	锇	* {{部首|钅|7}}	* {{総画|12}}						
207719	銥	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[イ]]		** [[JIS]]*** 16進：-	** [[区点]]：-
207720	铱	* {{部首|钅|6}}	* {{総画|11}}						
207761	鈁	* {{部首|金|4}}	* {{総画|12}}			* 音読み,** [[漢音]] : [[ホウ]],** [[呉音]] : [[ボウ]]		** [[JIS]]*** 16進：-	** [[区点]]：2面90区51点
207766	钫	* {{部首|钅|4}}	* {{総画|9}}						
207767	鍅	* {{部首|金|8}}	* {{総画|16}}					** [[JIS]]*** 16進：-	** [[区点]]：-
207768	鋯	* {{部首|金|7}}	* {{総画|15}}						** [[区点]]：-
207769	锆	* {{部首|钅|7}}	* {{総画|12}}						
207866	鈮	* {{部首|金|5}}	* {{総画|13}}			* 音読み,** [[漢音]] : [[デイ]],** [[呉音]] : [[ナイ]]			** [[区点]]：-
207870	铌	* {{部首|钅|5}}	* {{総画|10}}						
207880	鈳	* {{部首|金|5}}	* {{総画|13}}			* 音読み,** [[漢音]] : [[カ]],** [[呉音]] : [[ア]]			** [[区点]]：2面90区56点
207882	钶	* {{部首|钅|5}}	* {{総画|10}}						
207889	鉬	* {{部首|金|5}}	* {{総画|13}}						
207896	钼	* {{部首|钅|5}}	* {{総画|10}}						
207914	鎝	* {{部首|金|10}}	* {{総画|18}}					** [[JIS]]*** 16進：-	** [[区点]]：-
207917	𨱏	* {{部首|钅|10}}	* {{総画|15}}						
207927	鍀	* {{部首|金|8}}	* {{総画|16}}					** [[JIS]]*** 16進：-	** [[区点]]：-
207930	锝	* {{部首|钅|8}}	* {{総画|13}}						
207931	銠	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[ロウ]]			** [[区点]]：-
207932	铑	* {{部首|钅|6}}	* {{総画|11}}						
208052	銦	* {{部首|金|6}}	* {{総画|14}}						** [[区点]]：-
208053	铟	* {{部首|钅|6}}	* {{総画|11}}						
208056	銻	*{{部首|金|7}}	*{{総画|15}}			*音読み,**[[呉音]]: [[ダイ]],**[[漢音]]: [[テイ]]		**[[JIS]]***16進: ????	**[[区点]]: ??区??点
208057	锑	* {{部首|钅|7}}	* {{総画|12}}						
208058	鈰	*{{部首|金|5}}	*{{総画|13}}			*音読み,**[[呉音]]: [[ジ]],**[[漢音]]: [[シ]]		**[[JIS]]***16進: ????	**[[区点]]: ??区??点
208059	铈	* {{部首|钅|5}}	* {{総画|10}}						
208092	鐠	*{{部首|金|12}}	*{{総画|20}}					**[[JIS]]***16進: ????	**[[区点]]: ??区??点
208093	镨	* {{部首|钅|12}}	* {{総画|17}}						
208094	鉕	* {{部首|金|5}}	* {{総画|13}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208095	钷	* {{部首|钅|5}}	* {{総画|10}}						
208269	鉍	* {{部首|金|5}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[ヒツ]]、[[ヒチ]],** [[漢音]] : [[ヒ]]		** [[JIS]]*** 16進：-	** [[区点]]：-
208270	铋	* {{部首|钅|5}}	* {{総画|10}}						
208275	釤	* {{部首|金|3}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[セン]],** [[漢音]] : [[サン]]	* 訓読み,*: [[おおがま]]	** [[JIS]]*** 16進:6710	** [[区点]]：1面92区94点
208280	钐	* {{部首|钅|3}}	* {{総画|8}}						
208289	銪	*{{部首|金|6}}	*{{総画|14}}						
208295	铕	* {{部首|金|6}}	* {{総画|11}}						
208321	鋱	* {{部首|金|7}}	* {{総画|15}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208322	铽	* {{部首|钅|7}}	* {{総画|12}}						
208323	鏷	*{{部首|金|12}}	*{{総画|20}}			* 音読み :,** [[漢音]] : [[ボク]],** [[呉音]] : [[ホク]]			
208324	镤	* {{部首|钅|12}}	* {{総画|17}}						
208325	錼	* {{部首|金|8}}	* {{総画|16}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208326	鎿	* {{部首|金|10}}	* {{総画|18}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208327	镎	* {{部首|钅|10}}	* {{総画|15}}						
208328	鈽	* {{部首|金|5}}	* {{総画|13}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208330	钸	* {{部首|钅|5}}	* {{総画|10}}						
208331	鈈	* {{部首|金|4}}	* {{総画|12}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208332	钚	* {{部首|钅|4}}	* {{総画|9}}						
208333	鋂	* {{部首|金|7}}	* {{総画|15}}			* 音読み :,** [[漢音]] : [[バイ]]、[[マイ]],** [[呉音]] : [[ボウ]]、[[ミョウ]]		** [[JIS]]*** 16進：-	** [[区点]]：1面93区15点
208334	鎇	* {{部首|金|9}}	* {{総画|17}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208335	镅	* {{部首|钅|9}}	* {{総画|14}}						
208336	鈧	* {{部首|金|4}}	* {{総画|12}}						
208338	钪	* {{部首|钅|4}}	* {{総画|9}}						
208371	鉻	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[カク]]、[[ラク]],** [[呉音]] : [[キャク]]	* 訓読み,** [[もる]]		
208373	铬	* {{部首|钅|6}}	* {{総画|11}}						
208377	鋦	* {{部首|金|7}}	* {{総画|15}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208378	锔	* {{部首|钅|7}}	* {{総画|12}}						
208380	鉳	* {{部首|金|5}}	* {{総画|13}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208381	錇	* {{部首|金|8}}	* {{総画|16}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208383	锫	* {{部首|钅|8}}	* {{総画|13}}						
208385	鉲	* {{部首|金|5}}	* {{総画|13}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208386	鐦	* {{部首|金|12}}	* {{総画|20}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208388	锎	* {{部首|钅|7}}	* {{総画|12}}						
208417	鑀	* {{部首|金|13}}	* {{総画|21}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208419	鎄	* {{部首|金|9}}	* {{総画|17}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208420	锿	* {{部首|钅|9}}	* {{総画|14}}						
208435	鐨	* {{部首|金|12}}	* {{総画|20}}					** [[JIS]]*** 16進：-	** [[区点]]：-
208437	镄	* {{部首|钅|9}}	* {{総画|14}}						
208441	鍆	*{{部首|金|8}}	*{{総画|16}}						
208443	钔	* {{部首|钅|3}}	* {{総画|8}}						
208457	鍩	*{{部首|金|9}}	*{{総画|17}}			* 音読み,** [[呉音]] : [[テン]],** [[漢音]] : [[テン]]	* 訓読み,*: [[とる]]		
208458	锘	* {{部首|钅|8}}	* {{総画|13}}						
208459	鐒	*{{部首|金|12}}	*{{総画|20}}						
208460	铹	* {{部首|钅|7}}	* {{総画|12}}						
208461	鐽	* {{部首|金|13}}	* {{総画|21}}			* 音読み,** [[呉音]] : [[タツ]],** [[漢音]] : [[タツ]]			
208462	錀	* {{部首|金|8}}	* {{総画|16}}			* 音読み,** [[呉音]] : [[フン]],** [[漢音]] : [[リン]]			
208465	鎶	* {{部首|金|10}}	* {{総画|18}}			* 音読み,** [[呉音]] : [[カ]],** [[漢音]] : [[カ]]			
208484	鈇	* {{部首|金|4}}	* {{総画|12}}			* 音読み,** [[呉音]] : [[フ]],** [[漢音]] : [[フ]]	* 訓読み,*: [[おの]]	** [[JIS]]*** 16進：6729	** [[区点]]：1面93区46点
208485	鉝	* {{部首|金|5}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[リュウ]],** [[漢音]] : [[リュウ]]		** [[JIS]]*** 16進：6769	** [[区点]]：-
208499	鏌	* {{部首|金|11}}	* {{総画|19}}			* 音読み,** [[呉音]] : [[マク]],** [[漢音]] : [[バク]]		** [[JIS]]*** 16進：6936	** [[区点]]：-
208501	镆	* {{部首|钅|10}}	* {{総画|15}}						
208505	鉨	* {{部首|金|5}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[デイ]],** [[漢音]] : [[ナイ]]		** [[JIS]]*** 16進：6774	** [[区点]]：2面90区68点
208694	鰙	* {{部首|魚|9}}	* {{総画|20}}			* 音読み,** [[漢音]] : [[ジャク]]	* 訓読み,** [[わかさぎ]],** [[はや]]	** [[JIS]]*** 16進：7512	** [[区点]]：2面93区64点
209222	氚	* {{部首|气|3}}	* {{総画|7}}						
209586	槳	*{{部首|木|11}}	*{{総画|15}}			* 音読み,** [[呉音]] : [[ソウ]]([[サゥ]]),** [[漢音]] : [[ショウ]]([[シャゥ]])	* 訓読み,*:-		
209656	乷	* {{部首|乙|7}}	* {{総画|8}}						
209657	乫	* {{部首|乙|5}}	* {{総画|6}}						
209671	乶	* {{部首|乙|7}}	* {{総画|8}}						
209755	夌	* {{部首|夊|5}}	* {{総画|8}}			* 音読み,** [[呉音]] : [[リョウ]]([[リャゥ]]),** [[漢音]] : [[リョウ]]([[リャゥ]])	* 訓読み,*: [[しのぐ]]、[[すたれる]]	** [[JIS]]*** 16進：2466	** [[区点]]：1面15区71点
209821	鴲	* {{部首|鳥|6}}	* {{総画|17}}			* 音読み,** [[呉音]] : [[シ]],** [[漢音]] : [[シ]]	* 訓読み,*: [[しめ]]	** [[JIS]]*** 16進：7571	** [[区点]]：2面94区12点
209899	𣎆	*{{部首|月|8}}	*{{総画|13}}			*音読み<!--郎果切-->,**[[呉音]]: [[ラ]],**[[漢音]]: [[ラ]]	*訓読み,*:-		
214489	饼	* {{部首|饣|6}}	* {{総画|9}}						
215378	烦	* {{部首|火|6}}	* {{総画|9}}						
216356	㐉	*{{部首|乙|2}}	*{{総画|3}}						
216357	乤	*{{部首|乙|3}}	*{{総画|4}}						
216358	㐐	*{{部首|乙|5}}	*{{総画|6}}						
216359	㐑	*{{部首|乙|5}}	*{{総画|6}}						
216360	㐒	*{{部首|乙|5}}	*{{総画|6}}						
216361	㐓	*{{部首|乙|5}}	*{{総画|6}}						
216362	㐕	*{{部首|乙|5}}	*{{総画|6}}						
216363	㐗	*{{部首|乙|6}}	*{{総画|7}}						
216364	㐙	*{{部首|乙|7}}	*{{総画|8}}						
216365	㐛	*{{部首|乙|7}}	*{{総画|8}}						
216366	乼	*{{部首|乙|8}}	*{{総画|9}}						
216367	乺	*{{部首|乙|8}}	*{{総画|9}}						
216368	乮	*{{部首|乙|5}}	*{{総画|6}}						
218306	骚	* {{部首|马|9}}	* {{総画|12}}						
219307	资	* {{部首|貝|6}}	* {{総画|13}}						
219777	联	* {{部首|耳|6}}	* {{総画|12}}						
219779	剧	* {{部首|刀|8}}	* {{総画|10}}						
219780	势	* {{部首|力|6}}	* {{総画|8}}						
219809	舔	*{{部首|舌|8}}	*{{総画|14}}			*音読み,** [[呉音]] : [[テン]]([[テム]]),** [[漢音]] : [[テン]]([[テム]])	*訓読み,*:[[なめる|な-める]]		
220165	嗎	* {{部首|口|10}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[メ]],** [[漢音]] : [[バ]]	* 訓読み,*: [[ののしる|ののし-る]]		
220167	鹅	* {{部首|鳥|7}}	* {{総画|12}}						
220168	庙	* {{部首|广|5}}	* {{総画|8}}						
220220	总	* {{部首|心|5}}	* {{総画|9}}						
220222	职	* {{部首|耳|5}}	* {{総画|11}}						
220225	简	* {{部首|竹|7}}	* {{総画|13}}						
220374	沉	* {{部首|水|4}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[シン]]([[シム]])、[[ジン]]([[ヂム]]),** [[漢音]] : [[シン]]([[シム]])、[[チン]]([[チム]])	* 訓読み,**: [[しずむ|しず-む]]、[[しずめる|しず-める]]		
220379	槪	*{{部首|木|10}}	*{{総画|14}}			* 音読み,** [[呉音]] : [[カイ]],** [[漢音]] : [[カイ]],** [[慣用音]] : [[ガイ]]	* 訓読み,*: [[おおむね|おおむ-ね]]		
220396	设	* {{部首|言|4}}	* {{総画|6}}						
222782	〇								
223907	𨝤	*{{部首|邑|11}}	*{{総画|14}}						
223908	𨣵	*{{部首|酉|15}}	*{{総画|22}}						
223909	𨦶	*{{部首|金|7}}	*{{総画|15}}						
223910	𨨙	*{{部首|金|8}}	*{{総画|16}}						
223911	𨤫	*{{部首|里|6}}	*{{総画|13}}			* 音読み,** [[呉音]]：[[リ]],** [[漢音]]：[[リ]]			
223912	𨥇	*{{部首|金|3}}	*{{総画|11}}						
223913	𨭅	*{{部首|金|12}}	*{{総画|20}}						
223914	𨰆	*{{部首|金|17}}	*{{総画|25}}			* 音読み,** [[呉音]]：[[サク]],** [[漢音]]：[[サク]]			
